word,language,word_form_type,translation_id,word_id,translation,translation_type
governor,dutch,female_form,t1,w1,gouverneur,single
judge,dutch,female_form,t1,w1,rechter,single
sailor,dutch,female_form,t1,w1,zeilster,single
postman/postwoman,dutch,female_form,t1,w1,postbode,single
mechanic,dutch,female_form,t1,w1,monteur,single
hunter,dutch,female_form,t1,w1,jager,single
firefighter,dutch,female_form,t1,w1,brandweervrouw,single
dancer,malay,female_form,t1,w1,penari,single
nurse,malay,female_form,t1,w1,jururawat,single
singer,malay,female_form,t1,w1,penyanyi,single
cleaner,malay,female_form,t1,w1,pembersih,single
secretary,malay,female_form,t1,w1,setiausaha,single
waiter,malay,female_form,t1,w1,pelayan,single
journalist,malay,female_form,t1,w1,wartawan,single
baker,malay,female_form,t1,w1,pembakar^roti,single
author,malay,female_form,t1,w1,penulis,single
athlete,malay,female_form,t1,w1,atlet,single
lawyer,malay,female_form,t1,w1,peguam,single
doctor/physician,malay,female_form,t1,w1,doktor,single
professor,malay,female_form,t1,w1,profesor,single
governor,malay,female_form,t1,w1,pemerintah,single
judge,malay,female_form,t1,w1,hakim,single
sailor,malay,female_form,t1,w1,pelayar,single
postman/postwoman,malay,female_form,t1,w1,posmen,single
mechanic,malay,female_form,t1,w1,mekanik,single
hunter,malay,female_form,t1,w1,pemburu,single
firefighter,malay,female_form,t1,w1,ahli^bomba,single
dancer,korean,female_form,t1,w1,댄서,single
nurse,korean,female_form,t1,w1,간호사,single
singer,korean,female_form,t1,w1,가수,single
cleaner,korean,female_form,t1,w1,청소부,single
secretary,korean,female_form,t1,w1,비서,single
waiter,korean,female_form,t1,w1,웨이트리스,single
baker,korean,female_form,t1,w1,제빵사,single
author,korean,female_form,t1,w1,작가,single
athlete,korean,female_form,t1,w1,선수,single
lawyer,korean,female_form,t1,w1,변호사,single
doctor/physician,korean,female_form,t1,w1,의사,single
professor,korean,female_form,t1,w1,교수님,single
governor,korean,female_form,t1,w1,지배자,single
judge,korean,female_form,t1,w1,판사,single
sailor,korean,female_form,t1,w1,선원,single
postman/postwoman,korean,female_form,t1,w1,우편집배원,single
mechanic,korean,female_form,t1,w1,정비공,single
hunter,korean,female_form,t1,w1,사냥꾼,single
firefighter,korean,female_form,t1,w1,소방관,single
dancer,norwegian,female_form,t1,w1,danserinne,single
nurse,norwegian,female_form,t1,w1,skyepleier,single
singer,norwegian,female_form,t1,w1,sangerinne,single
cleaner,norwegian,female_form,t1,w1,hushjelp,single
secretary,norwegian,female_form,t1,w1,sekretær,single
waiter,norwegian,female_form,t1,w1,oppvartningspike,single
journalist,norwegian,female_form,t1,w1,journalist,single
baker,norwegian,female_form,t1,w1,baker,single
author,norwegian,female_form,t1,w1,forfatterinne,single
athlete,norwegian,female_form,t1,w1,atlet,single
lawyer,norwegian,female_form,t1,w1,jurist,single
doctor/physician,norwegian,female_form,t1,w1,doktor,single
professor,norwegian,female_form,t1,w1,professor,single
governor,norwegian,female_form,t1,w1,guvernør,single
judge,norwegian,female_form,t1,w1,dommer,single
sailor,norwegian,female_form,t1,w1,sjømann,single
postman/postwoman,norwegian,female_form,t1,w1,postbud,single
mechanic,norwegian,female_form,t1,w1,mekaniker,single
hunter,norwegian,female_form,t1,w1,jeger,single
firefighter,norwegian,female_form,t1,w1,fyrbøter,single
dancer,polish,female_form,t1,w1,tańcerka,single
nurse,polish,female_form,t1,w1,pielęgniarka,single
singer,polish,female_form,t1,w1,śpiewarka,single
cleaner,polish,female_form,t1,w1,sprzątarka,single
secretary,polish,female_form,t1,w1,sekretarka,single
waiter,polish,female_form,t1,w1,kelnerka,single
journalist,polish,female_form,t1,w1,dziennikarka,single
baker,polish,female_form,t1,w1,piekarka,single
author,polish,female_form,t1,w1,pisarka,single
athlete,polish,female_form,t1,w1,atletka,single
lawyer,polish,female_form,t1,w1,prawniczka,single
doctor/physician,polish,female_form,t1,w1,doktorka,single
professor,polish,female_form,t1,w1,profesorka,single
governor,polish,female_form,t1,w1,wojewoda,single
judge,polish,female_form,t1,w1,sędzina,single
sailor,polish,female_form,t1,w1,żeglarka,single
postman/postwoman,polish,female_form,t1,w1,listonoszka,single
mechanic,polish,female_form,t1,w1,mechanik,single
hunter,polish,female_form,t1,w1,myśliwy,single
firefighter,polish,female_form,t1,w1,strażak,single
dancer,portuguese,female_form,t1,w1,dançarina,single
nurse,portuguese,female_form,t1,w1,enfermeira,single
singer,portuguese,female_form,t1,w1,cantora,single
cleaner,portuguese,female_form,t1,w1,faxineira,single
secretary,portuguese,female_form,t1,w1,secretária,single
waiter,portuguese,female_form,t1,w1,garçonete,single
journalist,portuguese,female_form,t1,w1,jornalista,single
baker,portuguese,female_form,t1,w1,padeira,single
author,portuguese,female_form,t1,w1,autora,single
athlete,portuguese,female_form,t1,w1,atleta,single
lawyer,portuguese,female_form,t1,w1,advogada,single
doctor/physician,portuguese,female_form,t1,w1,médica,single
professor,portuguese,female_form,t1,w1,professora,single
governor,portuguese,female_form,t1,w1,governadora,single
judge,portuguese,female_form,t1,w1,juíza,single
sailor,portuguese,female_form,t1,w1,marinheira,single
postman/postwoman,portuguese,female_form,t1,w1,carteira,single
mechanic,portuguese,female_form,t1,w1,mecânica,single
hunter,portuguese,female_form,t1,w1,caçadora,single
firefighter,portuguese,female_form,t1,w1,bombeira,single
dancer,turkish,female_form,t1,w1,dansçi,single
nurse,turkish,female_form,t1,w1,hemşire,single
singer,turkish,female_form,t1,w1,şarkıcı,single
cleaner,turkish,female_form,t1,w1,temizleyici,single
secretary,turkish,female_form,t1,w1,sekreter,single
waiter,turkish,female_form,t1,w1,(bayan)^garson,single
journalist,turkish,female_form,t1,w1,gazeteci,single
baker,turkish,female_form,t1,w1,fırıncı,single
author,turkish,female_form,t1,w1,(bayan)^yazar,single
athlete,turkish,female_form,t1,w1,atlet,single
lawyer,turkish,female_form,t1,w1,avukat,single
doctor/physician,turkish,female_form,t1,w1,doktor,single
professor,turkish,female_form,t1,w1,profesör,single
governor,turkish,female_form,t1,w1,vali,single
judge,turkish,female_form,t1,w1,hâkim,single
sailor,turkish,female_form,t1,w1,denizci,single
postman/postwoman,turkish,female_form,t1,w1,postacı,single
mechanic,turkish,female_form,t1,w1,makinist,single
hunter,turkish,female_form,t1,w1,avcı,single
firefighter,turkish,female_form,t1,w1,itfaiyeci,single
dancer,chinese,female_form,t1,w1,舞者,single
nurse,chinese,female_form,t1,w1,护士,single
singer,chinese,female_form,t1,w1,歌手,single
cleaner,chinese,female_form,t1,w1,保洁员,single
secretary,chinese,female_form,t1,w1,秘书,single
waiter,chinese,female_form,t1,w1,服务员,single
journalist,chinese,female_form,t1,w1,记者,single
baker,chinese,female_form,t1,w1,糕点师,single
author,chinese,female_form,t1,w1,作家,single
athlete,chinese,female_form,t1,w1,远动员,single
lawyer,chinese,female_form,t1,w1,律师,single
doctor/physician,chinese,female_form,t1,w1,医生,single
professor,chinese,female_form,t1,w1,教授,single
judge,chinese,female_form,t1,w1,法官,single
sailor,chinese,female_form,t1,w1,船员,single
postman/postwoman,chinese,female_form,t1,w1,邮递员,single
mechanic,chinese,female_form,t1,w1,技工,single
hunter,chinese,female_form,t1,w1,猎人,single
firefighter,chinese,female_form,t1,w1,消防员,single
dancer,german,female_form,t1,w1,tänzerin,single
nurse,german,female_form,t1,w1,pflegerin,single
singer,german,female_form,t1,w1,sängerin,single
cleaner,german,female_form,t1,w1,putzfrau,single
secretary,german,female_form,t1,w1,sekretärin,single
waiter,german,female_form,t1,w1,bedienung,single
journalist,german,female_form,t1,w1,journalistin,single
baker,german,female_form,t1,w1,bäckerin,single
author,german,female_form,t1,w1,schriftstellerin,single
athlete,german,female_form,t1,w1,sportlerin,single
lawyer,german,female_form,t1,w1,rechtsanwältin,single
doctor/physician,german,female_form,t1,w1,ärztin,single
professor,german,female_form,t1,w1,professorin,single
governor,german,female_form,t1,w1,gouverneur,single
judge,german,female_form,t1,w1,richterin,single
sailor,german,female_form,t1,w1,matrosin,single
postman/postwoman,german,female_form,t1,w1,briefträgerin,single
mechanic,german,female_form,t1,w1,mechanikerin,single
hunter,german,female_form,t1,w1,jägerin,single
firefighter,german,female_form,t1,w1,feuerwehrfrau,single
postman/postwoman,danish,male_form,t2,w1,postmand,single
doctor/physician,french,male_form,t2,w1,médecin,single
cleaner,italian,male_form,t2,w1,adetto^alle^pulizie,single
baker,italian,male_form,t2,w1,panettiere,single
doctor/physician,italian,male_form,t2,w1,medico,single
governor,italian,male_form,t2,w1,direttore,single
nurse,dutch,male_form,t2,w1,verpleger,single
author,dutch,male_form,t2,w1,auteur,single
athlete,dutch,male_form,t2,w1,sporter,single
doctor/physician,dutch,male_form,t2,w1,dokter,single
professor,dutch,male_form,t2,w1,leraar,single
sailor,dutch,male_form,t2,w1,schipper,single
nurse,norwegian,male_form,t2,w1,barnepleier,single
waiter,norwegian,male_form,t2,w1,servitør,single
author,norwegian,male_form,t2,w1,opphavsmann,single
lawyer,norwegian,male_form,t2,w1,sakfører,single
doctor/physician,norwegian,male_form,t2,w1,lege,single
professor,norwegian,male_form,t2,w1,universitetslærer,single
governor,norwegian,male_form,t2,w1,stattholder,single
sailor,norwegian,male_form,t2,w1,matros,single
postman/postwoman,norwegian,male_form,t2,w1,postmann,single
firefighter,norwegian,male_form,t2,w1,fyrbøter,single
secretary,turkish,male_form,t2,w1,yazman,single
doctor/physician,turkish,male_form,t2,w1,hekim,single
sailor,turkish,male_form,t2,w1,gemici,single
dancer,chinese,male_form,t2,w1,舞蹈演员,single
singer,chinese,male_form,t2,w1,歌唱家,single
cleaner,chinese,male_form,t2,w1,环卫工,single
author,chinese,male_form,t2,w1,作者,single
nurse,german,male_form,t2,w1,krankenpfleger,single
secretary,german,male_form,t2,w1,geschäftsführer,single
waiter,german,male_form,t2,w1,kellner,single
author,german,male_form,t2,w1,autor,single
athlete,german,male_form,t2,w1,athlet,single
lawyer,german,male_form,t2,w1,jurist,single
sailor,german,male_form,t2,w1,matrose,single
postman/postwoman,german,male_form,t2,w1,postbote,single
doctor/physician,french,female_form,t2,w1,médecin,single
cleaner,italian,female_form,t2,w1,addetta^alle^pulizie,single
baker,italian,female_form,t2,w1,panettiera,single
doctor/physician,italian,female_form,t2,w1,medico,single
governor,italian,female_form,t2,w1,direttrice,single
nurse,dutch,female_form,t2,w1,verpleegster,single
journalist,dutch,female_form,t2,w1,journaliste,single
author,dutch,female_form,t2,w1,auteur,single
athlete,dutch,female_form,t2,w1,sportster,single
lawyer,dutch,female_form,t2,w1,advocate,single
doctor/physician,dutch,female_form,t2,w1,dokter,single
professor,dutch,female_form,t2,w1,lerares,single
sailor,dutch,female_form,t2,w1,schipper,single
nurse,norwegian,female_form,t2,w1,barnepleier,single
waiter,norwegian,female_form,t2,w1,servitør,single
lawyer,norwegian,female_form,t2,w1,sakfører,single
doctor/physician,norwegian,female_form,t2,w1,lege,single
professor,norwegian,female_form,t2,w1,universitetslærer,single
governor,norwegian,female_form,t2,w1,stattholder,single
sailor,norwegian,female_form,t2,w1,matros,single
nurse,turkish,female_form,t2,w1,hastabakici,single
secretary,turkish,female_form,t2,w1,yazman,single
doctor/physician,turkish,female_form,t2,w1,hekim,single
sailor,turkish,female_form,t2,w1,gemici,single
dancer,chinese,female_form,t2,w1,舞蹈演员,single
singer,chinese,female_form,t2,w1,歌唱家,single
cleaner,chinese,female_form,t2,w1,环卫工,single
author,chinese,female_form,t2,w1,作者,single
nurse,german,female_form,t2,w1,krankenschwester,single
cleaner,german,female_form,t2,w1,reinigungskraft,single
secretary,german,female_form,t2,w1,geschäftsführerin,single
waiter,german,female_form,t2,w1,kellnerin,single
author,german,female_form,t2,w1,autorin,single
athlete,german,female_form,t2,w1,athletin,single
lawyer,german,female_form,t2,w1,juristin,single
sailor,german,female_form,t2,w1,seglerin,single
postman/postwoman,german,female_form,t2,w1,postbotin,single
professor,dutch,male_form,t3,w1,meester,single
sailor,dutch,male_form,t3,w1,matroos,single
waiter,norwegian,male_form,t3,w1,kelner,single
lawyer,norwegian,male_form,t3,w1,advokat,single
lawyer,german,male_form,t3,w1,anwalt,single
sailor,german,male_form,t3,w1,segler,single
athlete,dutch,female_form,t3,w1,atleet,single
professor,dutch,female_form,t3,w1,juf,single
sailor,dutch,female_form,t3,w1,matroos,single
waiter,norwegian,female_form,t3,w1,kelner,single
lawyer,norwegian,female_form,t3,w1,advokat,single
lawyer,german,female_form,t3,w1,anwältin,single
sailor,german,female_form,t3,w1,seefahrerin,single
sailor,german,male_form,t4,w1,seefahrer,single
athlete,dutch,female_form,t4,w1,sporter,single
